"t","p","padj"
"217653_x_at",1.48433322166481,0.140311200721749,0.190319658284289
"32042_at",1.48426203836687,0.140290014306363,0.19030219128516
"217730_at",1.48425710359298,0.140448980857195,0.190468754459334
"229464_at",1.48413476206136,0.140587223930552,0.190581189090348
"202907_s_at",1.48407965124128,0.140337345276218,0.190343848090798
"212307_s_at",1.4839445382415,0.140583860197402,0.190581189090348
"230987_at",1.48393805890051,0.140480012227787,0.190480949621278
"202160_at",1.48353499224399,0.140454385629118,0.190468754459334
"239853_at",1.48264677675724,0.142069557420684,0.192419815115667
"211641_x_at",1.48259427597497,0.140909484095531,0.190950234556531
"227122_at",1.48128903473088,0.141109739691101,0.191198980544595
"236856_x_at",1.48106844247211,0.141428396685373,0.1915740814576
"208762_at",1.48095801104244,0.141173055949508,0.191266124371446
"235619_at",1.47921574656345,0.142597269962648,0.193088877495243
"215856_at",1.47575867793261,0.14276968836515,0.193242371764496
"1556744_a_at",1.4755104880768,0.142701946771327,0.193196352007076
"220198_s_at",1.47550262545372,0.142642931677206,0.193138575468899
"226215_s_at",1.47524881764422,0.142742828787399,0.193217435444315
"206343_s_at",1.47484675613651,0.144692817586626,0.195567990627708
"209688_s_at",1.47469970475936,0.143270051003193,0.193873794867128
"1557316_at",1.4735644241005,0.143344617451664,0.193963238419913
"205446_s_at",1.47303443936731,0.143503757081393,0.194144163768394
"233241_at",1.47249482335723,0.14352190482528,0.194157246675334
"241387_at",1.47191737793591,0.143866989411643,0.194566616976372
"209681_at",1.47093974050748,0.143899999199317,0.194599768638519
"230847_at",1.47008099783395,0.144802405337416,0.195669920906416
"229689_s_at",1.4696326207403,0.144479385422182,0.195325622119369
"244803_at",1.46925526398391,0.14447718897225,0.195325622119369
"1557103_a_at",1.46861368340561,0.145128897190171,0.196076399973248
"204885_s_at",1.46845136745845,0.144641485243957,0.195533227277909
"1559005_s_at",1.46777316215641,0.14468972949415,0.195567990627708
"232382_s_at",1.4670288595726,0.145225291181664,0.196195059513576
"204475_at",1.46691320885684,0.145376518055463,0.196376195401018
"221044_s_at",1.46684172496834,0.144800674773558,0.195669920906416
"1560445_x_at",1.46440130640842,0.145761497370713,0.19683818244584
"203839_s_at",1.46423877249652,0.145822465317709,0.196897295317268
"225018_at",1.4631947027026,0.145792976532011,0.196869084459209
"234947_s_at",1.46260969283428,0.145997910319221,0.197099330388513
"204674_at",1.4624935561277,0.145991801013717,0.197099330388513
"244804_at",1.46240388605013,0.146386142855325,0.197541941422077
"214836_x_at",1.46216711998394,0.14621384249584,0.197367574390418
"232210_at",1.46209734934792,0.146407781232399,0.197559501182209
"212959_s_at",1.46191609412265,0.146299068730926,0.197447706019116
"242467_at",1.46161128244532,0.146225601464823,0.197371814612732
"1558028_x_at",1.460997327778,0.146699940982094,0.197942073071338
"236475_at",1.46048825418096,0.146928340161151,0.198203544275583
"224934_at",1.45968962961003,0.146842678787785,0.198099656728317
"244625_at",1.45908797803034,0.147024116799425,0.198321064082528
"1560297_at",1.4587068145429,0.147435107899436,0.198840317761205
"208934_s_at",1.4568240677204,0.147712595328613,0.199155917514053
"232307_at",1.45600946088342,0.147906672404332,0.199394109016211
"1558699_a_at",1.45562764447265,0.147943911203906,0.199420834459599
"243231_at",1.45528229822149,0.149276897101126,0.200977180584287
"223453_s_at",1.45505640161512,0.148361921426448,0.199913695736302
"200959_at",1.45441524331171,0.148253010934631,0.199790450687606
"233814_at",1.45369131597778,0.148549742505345,0.200155003682781
"211973_at",1.45351928995539,0.148831140997209,0.20046339815685
"202843_at",1.45317546168579,0.148779247217795,0.200405287245142
"238651_at",1.45272982536169,0.148756194188347,0.20039780692287
"217785_s_at",1.45093562922614,0.149282792476963,0.200977180584287
"1558249_s_at",1.45086947372138,0.149976782597923,0.201828441849711
"232814_x_at",1.4508337394514,0.149259748179539,0.200969783219047
"214707_x_at",1.45042409823316,0.149533714498611,0.201279498275739
"217202_s_at",1.45028843774585,0.149409519073627,0.201135967515623
"1556338_at",1.45001929584773,0.150064845892626,0.201914950032105
"235084_x_at",1.44973017018795,0.149592769426116,0.20134715551048
"216088_s_at",1.44855126053028,0.15013262320058,0.201978822201767
"240205_x_at",1.44797476050524,0.150067514275269,0.201914950032105
"219541_at",1.44735771111513,0.150451770497239,0.202360635406288
"215322_at",1.44722531707907,0.150476423221402,0.202381908570073
"205620_at",1.44668195294947,0.151077785813278,0.203095294270207
"216984_x_at",1.44665214532879,0.150552932269828,0.202461030343249
"216573_at",1.44510908771837,0.151240223619685,0.203277866288828
"205373_at",1.44441746881852,0.152103606975295,0.204270488481013
"218545_at",1.44434108804845,0.151041679554983,0.20307059506004
"211063_s_at",1.44431368714704,0.15108934293188,0.203098909565023
"225658_at",1.44364470499061,0.151249904108606,0.203278948054657
"1558088_a_at",1.44364005332125,0.151341740159729,0.203390439788656
"244185_at",1.44303444174416,0.151409170698522,0.203469121428637
"211013_x_at",1.44257206865152,0.152120962347789,0.204281817686978
"216336_x_at",1.4425199717367,0.15160633440709,0.203698221103225
"222244_s_at",1.44250848725471,0.151606333643364,0.203698221103225
"232174_at",1.44196441728062,0.151846061504403,0.203996383542665
"43511_s_at",1.44191470820228,0.151793133225607,0.203937239999183
"205054_at",1.4414370872786,0.152473699649772,0.204707494171916
"203227_s_at",1.44130490572756,0.151873503131639,0.204021282317082
"1559397_s_at",1.44093914758123,0.152261483240621,0.204458533692539
"225840_at",1.44047364118416,0.152718836958756,0.205000558133067
"226399_at",1.43937317141368,0.152446723586176,0.204683275313296
"216859_x_at",1.4388666847234,0.152814860088291,0.205117431905417
"210778_s_at",1.43797649432746,0.152904018433962,0.20522507818759
"208309_s_at",1.43783984827175,0.153099656432513,0.205470844651066
"232883_at",1.43773513360909,0.153105070725018,0.205470844651066
"224046_s_at",1.43714756668249,0.153643792656213,0.206121355623549
"202375_at",1.43690839897574,0.153157884277341,0.205529678537759
"208447_s_at",1.43518128576838,0.153660851740007,0.206132167012322
"211930_at",1.43283179001518,0.154404031817193,0.207044235404518
"225708_at",1.43215466350436,0.154589717140345,0.207268955137883
"212780_at",1.43099153574211,0.155000535133337,0.207686026803886
"1555480_a_at",1.43097884730262,0.155015993276751,0.207694588394608
"238706_at",1.43061652154847,0.154987774671396,0.207681079060319
"239624_at",1.42994297125222,0.155386631108805,0.208142473522339
"208238_x_at",1.42924016888395,0.155363378574271,0.208123498829416
"228937_at",1.42913996707327,0.155326296253475,0.20808599456559
"205672_at",1.42903300966171,0.155829913284918,0.208672857637826
"222996_s_at",1.42827875242236,0.155837250885796,0.208672857637826
"1554309_at",1.42825834187028,0.156836106537306,0.209912187238424
"230147_at",1.42761093446388,0.156907387271602,0.209983048421264
"203533_s_at",1.42710244260472,0.155964771962147,0.208831404399243
"202293_at",1.42608746231404,0.156224370346912,0.209166769207022
"224736_at",1.42572736817954,0.15636489966077,0.209330447564333
"1563497_at",1.42521394964132,0.156637365515522,0.209682949465311
"203496_s_at",1.4247109597799,0.15686190543876,0.20993444868018
"200847_s_at",1.42381094301714,0.156994926901427,0.210087923507062
"1554795_a_at",1.4227777478413,0.157330765410176,0.210488143010062
"219751_at",1.42258735856496,0.157570117842563,0.210771429094044
"201085_s_at",1.42157231871677,0.157628175087394,0.210836774748968
"213931_at",1.42084647393239,0.157878526563229,0.2111223152845
"214036_at",1.42041148556037,0.158322688798681,0.211642125813121
"242261_at",1.42023363922911,0.158127136482086,0.211430078045957
"1570441_at",1.41848519468103,0.158820777329213,0.212175137050837
"235810_at",1.4180674840185,0.158661818665185,0.212033588101804
"239551_at",1.41657639022234,0.159204584044823,0.212622461273462
"224919_at",1.41542911592424,0.159677072707136,0.213191325417484
"1559039_at",1.41487534386686,0.159810681283767,0.213344837575316
"236953_s_at",1.41452520824031,0.159923139514589,0.213457641138915
"204180_s_at",1.41439263557928,0.160026570610556,0.213582014698245
"203872_at",1.41427454273025,0.161253061132166,0.214969665838766
"226650_at",1.41381897606749,0.16009697882036,0.213614978498264
"224929_at",1.41279958859021,0.160070321967925,0.213591854115088
"216910_at",1.41248871872028,0.160861291856657,0.214559790774738
"230168_at",1.41073635841909,0.160769647276383,0.214450042607513
"236226_at",1.40994251236257,0.161591078704415,0.21532001835974
"229141_at",1.40964103949508,0.161233553166281,0.214964410724405
"238688_at",1.40961573569367,0.161548101947573,0.215275276598898
"228496_s_at",1.4094927490376,0.161161508398538,0.214885138665176
"211944_at",1.40940014732492,0.161121949653754,0.214844900612478
"213304_at",1.40806020518513,0.16146440619722,0.215201309074426
"1566887_x_at",1.40730186464357,0.161692181511945,0.215442203337487
"242629_at",1.40689310534808,0.16264494245486,0.216573088200213
"218613_at",1.406600224312,0.161965752625035,0.215769057257513
"239815_at",1.40365189770611,0.162944007372015,0.216933476768078
"204109_s_at",1.40333478123449,0.163516500018146,0.217632403528335
"230201_at",1.40222867448198,0.163721259343644,0.217866945717708
"1553856_s_at",1.40167876887935,0.164100059217981,0.21825689060798
"227638_at",1.40165946179872,0.163752795934491,0.217896251759682
"229074_at",1.40123434534892,0.163672276995956,0.217814419525763
"1558019_at",1.40009678417041,0.164399776606752,0.218579361640801
"219874_at",1.39953356960526,0.164427409702893,0.218603411181596
"239923_at",1.3992256211185,0.164936605230549,0.219165877790397
"202321_at",1.39780964131803,0.164662419726393,0.218877736447683
"202887_s_at",1.39686391959912,0.165105724271084,0.219326976566362
"222313_at",1.39672024782323,0.164841790328486,0.21907802030368
"204171_at",1.39669307319531,0.164856081961315,0.219084301100151
"228220_at",1.39613671774151,0.165104248652625,0.219326976566362
"242578_x_at",1.39577259237293,0.165249754826638,0.219505575617359
"238856_s_at",1.39513199716917,0.165633494218983,0.21998978880175
"242776_at",1.39455339428472,0.165981721332032,0.220388391423707
"225594_at",1.39415874631284,0.165875177714879,0.220259693599483
"237868_x_at",1.39407038530885,0.165744652718814,0.22011189732222
"212579_at",1.39359889255332,0.166039014095985,0.220451683469006
"206188_at",1.39245875760408,0.166337775049903,0.22080994968805
"223500_at",1.3917738619507,0.166416530175313,0.220883207553854
"222803_at",1.39161546225638,0.16639246288095,0.2208697448338
"228545_at",1.39115478835602,0.166531968956357,0.221003690173105
"211908_x_at",1.39064958361797,0.167138324202281,0.221756982922306
"227164_at",1.38942596893468,0.167056014575383,0.221667584518977
"218679_s_at",1.38812369809505,0.167694076724051,0.222442803151334
"213608_s_at",1.38763071238556,0.167825454340239,0.222604180271877
"214500_at",1.38663029378515,0.167915149874305,0.222710254665926
"225274_at",1.38642805491674,0.168092136324568,0.222932086295766
"210407_at",1.38345879624544,0.169093509742295,0.224117398936793
"209654_at",1.38335020629522,0.168897093483419,0.223895938649693
"236370_at",1.38211357104334,0.169461851329424,0.224566613492901
"208255_s_at",1.38199931215072,0.16962941267406,0.224736648260196
"1554868_s_at",1.38173139116953,0.169553147068781,0.224661598340543
"232213_at",1.38118177044867,0.169978444607486,0.225146973387615
"240499_at",1.38034251433308,0.169951666615878,0.225132888073775
"202103_at",1.38008243844712,0.170124836907806,0.225327847542186
"221295_at",1.37986871102678,0.171393763204499,0.226824879155936
"214608_s_at",1.37962433244191,0.171176846282822,0.226577085500519
"210163_at",1.3795920015059,0.170542930056873,0.225855483236531
"209706_at",1.37907194470089,0.170474660402096,0.225778126825259
"1569454_a_at",1.37721652288951,0.173210178107978,0.228937714058577
"241751_at",1.37715868920722,0.170936390413901,0.226324207980667
"229797_at",1.37712903583883,0.170933466208066,0.226324207980667
"241843_at",1.37671951823754,0.17157902544023,0.227030701927182
"242915_at",1.37662932523555,0.171055644014807,0.226442830753779
"228478_at",1.37615028035594,0.171140694378026,0.226542325935725
"218143_s_at",1.37601167501544,0.171232623126945,0.226637815966044
"1566191_at",1.37573111660994,0.171560527532737,0.22701934146535
"1556007_s_at",1.37512004119104,0.171466990685685,0.226908677857182
"220135_s_at",1.37477064570981,0.171791446806306,0.227298642761688
"234036_x_at",1.37451666224622,0.171890272357685,0.227389990631783
"1553113_s_at",1.37386340952755,0.172102581479915,0.227631405846298
"1555847_a_at",1.37349115120179,0.17224947552279,0.227812539002048
"236202_at",1.37305099611478,0.17268935761053,0.228341571350035
"236006_s_at",1.37293462142483,0.172267964644976,0.227823836139501
"208873_s_at",1.37130070570523,0.172768412124983,0.228432914380469
"227979_at",1.37058088815157,0.172901301305662,0.228582227187924
"226492_at",1.36974047372565,0.173098006636054,0.228815863210524
"236107_at",1.36950627554145,0.17354753497077,0.229317440341288
"205625_s_at",1.36946504678618,0.173830265299476,0.229624787527621
"208993_s_at",1.36932812237098,0.17328169581555,0.229018208845355
"227711_at",1.368954614395,0.174439701951671,0.23034026028122
"243673_at",1.36863704682009,0.173820239047842,0.229624787527621
"208381_s_at",1.36836868871222,0.174275491241022,0.230159818699869
"218437_s_at",1.3674027055876,0.173826875753692,0.229624787527621
"221834_at",1.36724481809017,0.173915160042699,0.22972368132291
"230183_at",1.36629624314759,0.174525477392697,0.230423531949325
"217550_at",1.36561818861035,0.174520662535205,0.230423531949325
"235956_at",1.36550757813779,0.174730556777494,0.230641112435879
"231876_at",1.36532777523109,0.174648117514563,0.23055886998882
"218076_s_at",1.36438957899354,0.174859460934356,0.230784661659629
"1554447_at",1.36333479146742,0.175626671636067,0.231757182558241
"201111_at",1.36241498195239,0.175481175309993,0.231578528269937
"1564776_at",1.36181160167587,0.175733095901934,0.231870900762875
"225963_at",1.36121132693464,0.175903157262437,0.232015089310158
"214035_x_at",1.36109404260347,0.175952859825619,0.232067281807438
"1557948_at",1.3609862599543,0.175985060413707,0.232096385964247
"213029_at",1.36081254269177,0.176132003090923,0.232263430837829
"236961_at",1.36065479002476,0.176332959175651,0.232501655958545
"240593_x_at",1.35987168278369,0.176462119703834,0.232631780784949
"216268_s_at",1.35931219344292,0.176384711034392,0.232556504336001
"203132_at",1.35845510423716,0.176715424160296,0.232925492607232
"239066_at",1.3582891058551,0.176940185565884,0.233181487428243
"208991_at",1.35784003319334,0.177017305968684,0.2332428580486
"220658_s_at",1.35770204748824,0.177466342709045,0.233700071703385
"227428_at",1.35735259871801,0.177005369833023,0.233240549179318
"221264_s_at",1.35714815645686,0.177246767056198,0.233491470487064
"235429_at",1.35644895510415,0.177378959910275,0.233638734692031
"242669_at",1.35613302059597,0.177592277377127,0.233852465288814
"244373_at",1.35545261827004,0.178104406048846,0.234451972867899
"206398_s_at",1.35495748021218,0.178418867955191,0.234778933224805
"239164_at",1.35463161938529,0.178184141604289,0.234535412033848
"214590_s_at",1.35363809906459,0.178407596697812,0.234777590621121
"225520_at",1.35344865707415,0.178225519676063,0.234564939497809
"222245_s_at",1.35298721330504,0.179229095620253,0.235723209888059
"222550_at",1.35259259833229,0.178736136094767,0.23515588953231
"215612_at",1.35251891270462,0.178555994858924,0.234945877872799
"239965_at",1.35236703308814,0.178845697873799,0.235286519524591
"209112_at",1.35230131842387,0.178933559727464,0.235375068545064
"232081_at",1.35030048803215,0.179250644480526,0.235733847316096
"222217_s_at",1.34982430079229,0.179384450854458,0.235832735085222
"1569040_s_at",1.34956776243729,0.180005859475057,0.236568210223058
"1570571_at",1.34917254273665,0.180122554208618,0.236680829549052
"227080_at",1.34888769633846,0.179915531264513,0.236476637736076
"205490_x_at",1.34885149469,0.180069225406383,0.236637908508285
"216086_at",1.3469802494793,0.181185546495122,0.237913804115227
"1552621_at",1.3464671109632,0.180568441844401,0.237175404459541
"240282_at",1.34596096500728,0.181256852722736,0.237979816755586
"229432_at",1.34549134440274,0.181212598715823,0.23793568470954
"219378_at",1.34515978944018,0.181157375659937,0.237904092588276
"221050_s_at",1.34400501814153,0.181380451545596,0.238115125630448
"213658_at",1.34367513748912,0.181968685966286,0.238782826177152
"232931_at",1.3432555422912,0.182349117218496,0.239208536093431
"206235_at",1.34312888806892,0.181870557348431,0.238690125204924
"1567032_s_at",1.34269578453301,0.181919262880234,0.238740366590993
"210018_x_at",1.34266962215748,0.181998302192311,0.238803042973961
"223168_at",1.34135082191809,0.182453478585584,0.239331730815901
"34726_at",1.34092155724711,0.182607710522533,0.239479179689508
"244290_at",1.34022520184934,0.182557246940798,0.23942670942479
"235427_at",1.33946395890366,0.182902842306353,0.239841025635927
"218193_s_at",1.33886683937658,0.183208321099616,0.24019807534172
"204836_at",1.33778951635956,0.185067547273967,0.242486778326353
"202626_s_at",1.33724304987519,0.18382643831174,0.240994671817617
"204724_s_at",1.33534327774388,0.185225215368858,0.242675654001085
"206785_s_at",1.33468282638266,0.184931866022339,0.242388378591601
"243649_at",1.33217457790278,0.185459089073011,0.242926480814365
"233056_x_at",1.33187829640556,0.185452083756058,0.242926480814365
"209674_at",1.33160782093599,0.185325318873948,0.242792917181675
"205092_x_at",1.33078383542198,0.185554358268549,0.243009576133611
"234792_x_at",1.33012668883546,0.18627855048009,0.243874336437951
"222061_at",1.32946462010337,0.186436271776712,0.244038974252845
"204373_s_at",1.32935515310331,0.186024312037552,0.243583261025444
"214636_at",1.32904893251639,0.186825136626222,0.244478122737422
"224996_at",1.32895348684584,0.186474753533545,0.244075396055479
"201032_at",1.32831698847762,0.186401641621377,0.244021537470957
"227809_at",1.32831175944895,0.186426856751396,0.244038974252845
"236659_x_at",1.32762421013749,0.186737320928087,0.24439305295863
"238785_at",1.32695513383187,0.187387657615656,0.245047132976892
"1557169_x_at",1.32683881391461,0.186906931363377,0.244554798239474
"227402_s_at",1.32664779938055,0.186915764012661,0.244554798239474
"238460_at",1.32659643580613,0.188384772459645,0.246160737711809
"225556_at",1.32615038025294,0.18716298135755,0.244822306358557
"234278_at",1.32526147359073,0.187519347950529,0.245190433096082
"1554283_at",1.32517280121969,0.187894949044763,0.245639478164976
"239735_at",1.32419937033213,0.187845429181915,0.245588758108997
"1557167_at",1.32365355054373,0.187970215858923,0.245699274406101
"235476_at",1.32358537788241,0.188529282093738,0.246314098562059
"1553112_s_at",1.3232403005484,0.188589268250458,0.246378415991115
"219767_s_at",1.32307603246556,0.188106474343143,0.245831816369814
"36552_at",1.32272533456303,0.188312105932045,0.24608650930969
"204804_at",1.32216540036433,0.188445699592313,0.246218943337483
"200914_x_at",1.32148774464626,0.188638223080965,0.246414260150763
"202944_at",1.32000741080749,0.189442591014687,0.247338026565351
"219953_s_at",1.31962581471215,0.189244679753478,0.247107805039561
"208200_at",1.31860952096002,0.189918021565552,0.247916354968129
"225954_s_at",1.31777918203409,0.189861189447425,0.247856293998767
"242476_at",1.31714329857449,0.190159115488434,0.248216928190562
"222407_s_at",1.31654257836395,0.190487863336939,0.24861770765933
"222726_s_at",1.31607537211359,0.190724238177754,0.248912030713151
"229899_s_at",1.31507580378671,0.191185802668263,0.249443342743034
"218169_at",1.31475736471984,0.191067100500916,0.249331081008061
"224898_at",1.31306724781468,0.191526434248584,0.249859303007252
"202823_at",1.31183005557023,0.191937822851801,0.250353206718766
"227632_at",1.31147936213127,0.192099433694353,0.250549734049075
"223309_x_at",1.31043574660096,0.192407169681363,0.250908239321998
"1553111_a_at",1.31019936150609,0.192621223490331,0.251158774927358
"228988_at",1.30919100790902,0.192764893402992,0.251317490385878
"235613_at",1.30902129629669,0.192811883280362,0.251364444602124
"206542_s_at",1.30870885902673,0.193080934479567,0.251686547659962
"232979_at",1.30841191232872,0.193129141253162,0.251720733105006
"212492_s_at",1.30708114907164,0.193570603174258,0.252238707584207
"215483_at",1.30687297440167,0.193549258041344,0.252225243637036
"222669_s_at",1.30625544232898,0.193941331834974,0.252707420095375
"226775_at",1.30434556496789,0.1944820667672,0.25339758648135
"205062_x_at",1.30400612184108,0.19464416286682,0.253565511753529
"221829_s_at",1.30379203483117,0.194608128038412,0.25353298955994
"202111_at",1.30266375559813,0.195238049990058,0.25428132265694
"213830_at",1.30195958249602,0.196358753312402,0.255566546974708
"221957_at",1.30174449587335,0.195469024812973,0.254538723862379
"205266_at",1.3015901728775,0.196163562295723,0.255342406029848
"210640_s_at",1.30146435173718,0.19584653193933,0.254986818316552
"224341_x_at",1.30143251415903,0.195394581450685,0.254456251718033
"243598_at",1.30134384827439,0.19550998993695,0.254577593923814
"205790_at",1.30014977350229,0.196182553913082,0.255351729499393
"201281_at",1.29936426245416,0.196612276400435,0.255881973315102
"233869_x_at",1.29868582796082,0.196853927245188,0.256080057690364
"232347_x_at",1.29788502310143,0.196632667506594,0.255893970333742
"224392_s_at",1.29781087884673,0.19697302432903,0.256220433702947
"201340_s_at",1.29743587113813,0.196757082554086,0.255997697082102
"208810_at",1.29737314090488,0.196837379830972,0.256073076414015
"229724_at",1.29719958095652,0.197091798551057,0.25630256687506
"202466_at",1.29671022552533,0.197061157342882,0.25630256687506
"228045_at",1.29663989134209,0.197103310062893,0.25630256687506
"214079_at",1.29654018526336,0.19829521573219,0.257633045490943
"205101_at",1.29594312545599,0.197414863765384,0.256678548102105
"215179_x_at",1.29552459454595,0.19753311087372,0.25680313551347
"203531_at",1.2949313587895,0.197720629792433,0.257017741309728
"203355_s_at",1.29342826249156,0.198226676382135,0.25757321962896
"203143_s_at",1.29308392066732,0.19843784403137,0.257789106174161
"224719_s_at",1.29285048474303,0.198329040628679,0.257662375490308
"204742_s_at",1.29280582324994,0.198529058563262,0.2578637230349
"241716_at",1.29266949602003,0.198817120921028,0.258150038009769
"212487_at",1.29225249020558,0.198851027573903,0.258164791368126
"209522_s_at",1.29221767176432,0.198679107645771,0.258000090855083
"208925_at",1.29218811345548,0.198560164404119,0.257889500133125
"51200_at",1.29159776236802,0.198846198785124,0.258164791368126
"209282_at",1.29057804310126,0.199680118081527,0.259138358138101
"207247_s_at",1.29043365051728,0.199373243510544,0.25878409725826
"222242_s_at",1.28958991351286,0.201873629566687,0.261644034744261
"233648_at",1.28896690239986,0.200031346828567,0.259535346499811
"222630_at",1.28891066708843,0.199697721022864,0.259146518476212
"220370_s_at",1.28881534058894,0.20033783893051,0.259844689377363
"1557689_at",1.28800531227228,0.200281963132087,0.259798545522845
"200968_s_at",1.28775797968972,0.200233723483236,0.259753779039171
"229467_at",1.28739516012618,0.200290919019206,0.259798545522845
"234350_at",1.28653480267467,0.200989716363127,0.260586893510597
"236599_at",1.28644021824012,0.200688012362612,0.260269396780346
"228987_at",1.28626002062128,0.20082190948426,0.260413554122863
"228910_at",1.28556001774077,0.201136303861587,0.260762185403709
"203178_at",1.28306690346273,0.20172452191991,0.261479442934555
"241386_at",1.28295383199241,0.202014142275372,0.261781707623224
"235444_at",1.28146683879332,0.202472823465282,0.262316725637819
"201772_at",1.28107342662044,0.202705307620695,0.2625733646534
"226046_at",1.28088299114031,0.202503032941252,0.262341024008908
"239937_at",1.2807687330944,0.202651847919575,0.262518963399436
"242146_at",1.28061267195128,0.202927942136102,0.262832022775725
"232565_at",1.28049530937434,0.203087414249554,0.263008823780465
"220178_at",1.27978431731515,0.203166322738135,0.263096137604405
"219774_at",1.27968872772784,0.203846569180097,0.263932272821062
"243303_at",1.279683451638,0.202963893411834,0.262863721488986
"244842_x_at",1.27808109869204,0.203684177799215,0.263736924702365
"1553186_x_at",1.27758522270258,0.203894374838155,0.263965174133491
"243369_at",1.27744186398386,0.204705921293689,0.264865245770824
"203455_s_at",1.27734599820991,0.20389503102631,0.263965174133491
"211303_x_at",1.27609578592217,0.204457205822575,0.264617103116942
"209379_s_at",1.2757160853808,0.204467924457954,0.264617103116942
"210039_s_at",1.27567226698927,0.204596891547452,0.264754088203361
"207826_s_at",1.27545547154009,0.204520048121114,0.264669604594749
"223716_s_at",1.27512107911421,0.204902687986616,0.265074913181059
"225937_at",1.27509136968138,0.20467646456448,0.264842094232784
"212003_at",1.27466810402759,0.204846796069843,0.265017577268689
"238148_s_at",1.27459155339933,0.20474179646001,0.26489669892236
"208663_s_at",1.27405754745857,0.204978485853378,0.265157992742159
"227747_at",1.27345102251176,0.205539695877735,0.265804052042392
"225974_at",1.27296090622509,0.205269449108908,0.265504387696466
"228099_at",1.27217625897765,0.205547551225726,0.265804052042392
"243286_at",1.27212340841521,0.205707315844826,0.265965600925485
"224611_s_at",1.27186584267226,0.206510244295671,0.266868144507349
"211681_s_at",1.27162933248003,0.206377879591188,0.266742244710891
"1556568_a_at",1.27110265658639,0.206276244029739,0.266656026246719
"210143_at",1.27101490991478,0.207506635524018,0.268019652233623
"219344_at",1.27074297517628,0.206214789186711,0.266591629980991
"226691_at",1.27039859674145,0.20632944955996,0.266694699659787
"242188_at",1.27013005780634,0.206777609010149,0.267168429378283
"233647_s_at",1.26987141829453,0.206499944278153,0.266868144507349
"239744_at",1.26907153727119,0.207228429125828,0.267690508306195
"244813_at",1.26895436737737,0.206718930761692,0.267107682439212
"215209_at",1.26713520542437,0.207871435189309,0.268415148003651
"220238_s_at",1.26704956620245,0.207477013687064,0.267996505807616
"1554606_at",1.26687349490611,0.207542865624735,0.268051330931219
"206792_x_at",1.2664135157549,0.207699862615476,0.268238973355264
"223182_s_at",1.26567760629481,0.207988112536065,0.268535528576217
"212437_at",1.26548778476979,0.208232047547883,0.268805015499333
"210612_s_at",1.26547258584749,0.208087737006929,0.268649010184312
"236795_at",1.26516164781895,0.20841771586037,0.268984049721066
"215808_at",1.26424125627219,0.209321907506895,0.270059691732223
"228529_at",1.26270898730212,0.209177866954754,0.269889059031308
"221897_at",1.26084699312251,0.209668195920552,0.270460754219566
"238549_at",1.26077673684671,0.209640328653242,0.270440038703684
"202604_x_at",1.26073270050506,0.209812192506873,0.270570306586988
"227933_at",1.26047068288752,0.209798460859693,0.270570306586988
"223443_s_at",1.26045335466602,0.209730899230801,0.27051116658687
"1556021_at",1.26020516517067,0.210057318045343,0.27082541967983
"225421_at",1.26005751807785,0.209871771365343,0.270631900207221
"222122_s_at",1.25824920918456,0.210726489466432,0.271596442782763
"214549_x_at",1.2579985842563,0.211526110179725,0.272504359401859
"213330_s_at",1.25792550969802,0.210955276659776,0.271860719184046
"213404_s_at",1.25691701519418,0.211236489456496,0.272177176822623
"204273_at",1.25551698914198,0.211633583396818,0.272627479640999
"209502_s_at",1.25397626793416,0.212561764357347,0.273669238803548
"1556543_at",1.25374264240809,0.212185791591331,0.2732773539232
"212410_at",1.25357665694191,0.212212506168057,0.273296391631074
"201168_x_at",1.2531045751651,0.212731804295818,0.273826589882938
"201100_s_at",1.25288912498827,0.212471197029962,0.27356801358091
"241721_at",1.25269283790039,0.212707563483534,0.273814004640466
"240263_at",1.25222801793916,0.212744043431504,0.273826954406639
"217236_x_at",1.25220796602941,0.213243282901735,0.274423268432794
"232613_at",1.25211781627898,0.212921596000311,0.27402468606401
"217147_s_at",1.24996004317522,0.213955894050357,0.275278458594198
"239748_x_at",1.24972376915299,0.213748432996257,0.275026986568162
"213245_at",1.2490365618208,0.214004349667845,0.275309870271452
"230026_at",1.24902673755259,0.214062458339533,0.275364210569036
"213796_at",1.24842895779173,0.214705388663696,0.276056673023333
"232665_x_at",1.24815193351771,0.214424608308669,0.275779087381213
"216870_x_at",1.24789370480725,0.214608017991964,0.27594697036099
"227277_at",1.24770036964919,0.21443457363281,0.275779087381213
"242028_at",1.2466972447749,0.214819449440271,0.276187821406226
"215528_at",1.24626348659014,0.214945523249051,0.276334399044234
"230229_at",1.24615514106777,0.215078680324694,0.276490065978698
"209591_s_at",1.24592587994948,0.215464840564264,0.276877699794835
"214487_s_at",1.24574513439243,0.215139630382524,0.276552896371497
"235085_at",1.24551474356642,0.215254336730348,0.276669289754485
"233914_s_at",1.24533333885386,0.21579912754113,0.2772605978949
"204832_s_at",1.24499777526672,0.215678702413879,0.277136968210562
"204512_at",1.24416076573897,0.215733221002255,0.277191470441214
"221867_at",1.24359198108422,0.216426199112109,0.277941529565136
"222621_at",1.24280242415278,0.216557479854177,0.278094531040101
"231777_at",1.24195569556759,0.217188753954664,0.278764516466245
"235240_at",1.24154354493,0.216649741101785,0.278181814231888
"204183_s_at",1.2413489268967,0.216748197444074,0.278261433075203
